自由飞翔 (feat. 尹熙水)(电影《非常幸运》宣传曲),章子怡,,,,,,,,,,,,,,,
爱你胜过爱我自己 (feat. 阳阳),晟瑶,,,,,,,,,,,,,,,
烟火(live版),陈绮贞,,,,,,,,,,,,,,,
Beat it(live版),吴克羣,,,,,,,,,,,,,,,
从头再来(live版),孙楠,,,,,,,,,,,,,,,
遇见,孙燕姿,,,,,,,,,,,,,,,
看我72变(live版),陶喆,,,,,,,,,,,,,,,
我为你歌唱(电影《饥饿游戏2》中文主题曲),曲婉婷,,,,,,,,,,,,,,,
隐形的翅膀 + 有形的翅膀(live版),张韶涵,,,,,,,,,,,,,,,
爱我别走(live版),张韶涵,,,,,,,,,,,,,,,
是否 (Live Piano Session),G.E.M. 邓紫棋,,,,,,,,,,,,,,,
我的歌声里(live版),黄小琥,,,,,,,,,,,,,,,
新贵妃醉酒(live版),吴克羣,,,,,,,,,,,,,,,
北京一夜(live版),张韶涵,,,,,,,,,,,,,,,
康定情歌(live版),黄小琥,,,,,,,,,,,,,,,
站在高岗上(live版),张韶涵,,,,,,,,,,,,,,,
稳稳的幸福,孙俪,,,,,,,,,,,,,,,
阳光下的我们,曲婉婷,,,,,,,,,,,,,,,
潇洒走一回(live版),胡彦斌,,,,,,,,,,,,,,,
我相信(第二季《中国好声音》加油歌),吴莫愁,,,,,,,,,,,,,,,
真实,张惠妹,,,,,,,,,,,,,,,
简单的事,李代沫,,,,,,,,,,,,,,,
火辣辣,丁童,,,,,,,,,,,,,,,
爱无反顾(电影《我爱的是你爱我》主题曲),姚贝娜,,,,,,,,,,,,,,,
秋意浓(live版),胡彦斌,,,,,,,,,,,,,,,
悄悄告诉你(电影《被偷走的那五年》主题曲),范玮琪,,,,,,,,,,,,,,,
青春,筠子,,,,,,,,,,,,,,,
结尾串烧(第6场),快乐男声,,,,,,,,,,,,,,,
一起摇摆(live版),罗熙杰,,,,,,,,,,,,,,,
爸爸去哪儿(《爸爸去哪儿》主题曲),华语群星,,,,,,,,,,,,,,,
爱的海洋,曲婉婷,,,,,,,,,,,,,,,
咆哮,EXO-M,,,,,,,,,,,,,,,
越爱越明白 love changes love,尚雯婕,,,,,,,,,,,,,,,
最炫民族风,凤凰传奇,,,,,,,,,,,,,,,
致青春(live版),龚琳娜,,,,,,,,,,,,,,,
玫瑰玫瑰我爱你,群星,,,,,,,,,,,,,,,
火火中国风,多元神话,,,,,,,,,,,,,,,
爱不爱我,储毅,,,,,,,,,,,,,,,
狮子座(电影《天神传》主题曲),陶辰宇,,,,,,,,,,,,,,,
在雨中,云飞儿,,,,,,,,,,,,,,,
站在高岗上(live版),张惠妹,,,,,,,,,,,,,,,
秋意浓 (feat. 李泉)(live版),古巨基,,,,,,,,,,,,,,,
眼泪的名字(电视剧《我爱你爱你爱我》插曲),谢安琪,,,,,,,,,,,,,,,
我没有感觉,张宇,,,,,,,,,,,,,,,
父亲(8进7 live版),白举纲,,,,,,,,,,,,,,,
爱我的请举手(live版),许明明,,,,,,,,,,,,,,,
相见太晚(电视剧《非缘勿扰》片尾曲),苏有朋,,,,,,,,,,,,,,,
不分手的恋爱,汪苏泷,,,,,,,,,,,,,,,
掌声响起来(live版),邓小坤,,,,,,,,,,,,,,,
枯叶蝶(电视剧《花非花雾非雾》片尾曲),许艺娜,,,,,,,,,,,,,,,
我们都被忘了(电视剧 《我爱你爱你爱我》片尾曲),谢安琪,,,,,,,,,,,,,,,
爱我还是伤害我,沈世爱,,,,,,,,,,,,,,,
23个情人节 (feat. 吴亦帆),邰正宵,,,,,,,,,,,,,,,
让我们在一起,汪峰,,,,,,,,,,,,,,,
爱要大声说出来,樊桐舟,,,,,,,,,,,,,,,
不哭了,BY2,,,,,,,,,,,,,,,
我要大声告诉你(live版),李祥祥,,,,,,,,,,,,,,,
爱的归宿,李玲玉,,,,,,,,,,,,,,,
Boys Girls,Ezen,,,,,,,,,,,,,,,
好乐Day,王蓉,,,,,,,,,,,,,,,
伤心的人别听慢歌 (贯彻快乐)(2013《诺亚方舟3D》电影主题曲&amp;#124;2013可口可,五月天,,,,,,,,,,,,,,,
好久不见,杨永聪,,,,,,,,,,,,,,,
记得(live版),李祥祥,,,,,,,,,,,,,,,
雨中的红玫瑰,张睿,,,,,,,,,,,,,,,
爱让你我受尽了苦,张启辉,,,,,,,,,,,,,,,
致青春(电影《致我们终将逝去的青春》主题曲),王菲,,,,,,,,,,,,,,,
让我一次爱个够(live版),妥云福,,,,,,,,,,,,,,,
你怎么舍得我难过(live版),阿来,,,,,,,,,,,,,,,
痛痛快快醉一回,顾晓宇,,,,,,,,,,,,,,,
给我感觉 + 红日 + 人生嘉年华 + TYCA (feat. 麦子杰 &amp; 朱桦)(live,萨顶顶,,,,,,,,,,,,,,,
明天我要嫁给你,郁可唯,,,,,,,,,,,,,,,
Hip Hop经过,野乐男孩,,,,,,,,,,,,,,,
眼泪碰石头(电影《武林歌手》插曲),赵洁莹,,,,,,,,,,,,,,,
American Boy(live版),何大为,,,,,,,,,,,,,,,
那年那月,韩笑,,,,,,,,,,,,,,,
你眼中的我(电视剧《幸福选择题》片尾曲),郭静,,,,,,,,,,,,,,,
Yellow(live版),侯磊,,,,,,,,,,,,,,,
你把我灌醉 (Intoxicated),G.E.M. 邓紫棋,,,,,,,,,,,,,,,
时间煮雨(live版),郁可唯,,,,,,,,,,,,,,,
我在人民广场吃炸鸡(live版),许明明,,,,,,,,,,,,,,,
约定(live版),周蕙,,,,,,,,,,,,,,,
我只在乎你,林宥嘉,,,,,,,,,,,,,,,
爱情怎么喊停(台版电视剧《原来是美男》插曲),曾沛慈,,,,,,,,,,,,,,,
咔(live版),朱桦,,,,,,,,,,,,,,,
三天三夜,歌浴森,,,,,,,,,,,,,,,
找你妹,李漫荻,,,,,,,,,,,,,,,
白天不懂夜的黑,温岚,,,,,,,,,,,,,,,
歌剧魅影 (feat. 纪敏佳),伍思凯,,,,,,,,,,,,,,,
一夜惊喜 (feat. 范冰冰)(电影《一夜惊喜》主题曲),李治廷,,,,,,,,,,,,,,,
因为爱情 (feat. 萨顶顶),麦子杰,,,,,,,,,,,,,,,
倔强,云朵,,,,,,,,,,,,,,,
小小时代(电影《小时代》片尾曲),华语群星,,,,,,,,,,,,,,,
爱很简单,罗中旭,,,,,,,,,,,,,,,
患者,李代沫,,,,,,,,,,,,,,,
就现在(百事可乐LIVE FOR NOW主题曲，第二季《中国好声音》集结推广曲),吴莫愁,,,,,,,,,,,,,,,
青春(live版),韩红,,,,,,,,,,,,,,,
爱与罪(电影《咒丝》主题曲),黄绮珊,,,,,,,,,,,,,,,
爱是最美的事情(《台湾舞娘》主题曲),林凡,,,,,,,,,,,,,,,
相见不如怀念(电视剧《小爸爸》插曲),樊凡,,,,,,,,,,,,,,,
电台情歌 + 水晶 + 爱情 + 如果爱 + 我愿意 (feat. 柯以敏 &amp; 郁可唯)(l,阿杜,,,,,,,,,,,,,,,
52赫兹,THE VERSE,,,,,,,,,,,,,,,
爱上你的爱,梁佳杰,,,,,,,,,,,,,,,
王妃(live版),黄龄,,,,,,,,,,,,,,,
999朵玫瑰 + 我终于失去了你 + 用心良苦 (feat.郁可唯 &amp; 罗中旭),柯以敏,,,,,,,,,,,,,,,
约定 (feat. 蔡旻佑)(台版电视剧《原来是美男》主题曲),汪东城,,,,,,,,,,,,,,,
珍惜(电视剧《陆贞传奇》主题曲),李宇春,,,,,,,,,,,,,,,
离人,林志炫,,,,,,,,,,,,,,,
王妃(live版),萨顶顶,,,,,,,,,,,,,,,
爱／不要爱我,林志炫,,,,,,,,,,,,,,,
破吉他,张震岳,,,,,,,,,,,,,,,
蒙娜丽莎的眼泪,袁娅维,,,,,,,,,,,,,,,
洁癖 (feat. 五月天),严爵,,,,,,,,,,,,,,,
时间的漩涡(电视剧《新恋爱时代》片头曲),任重,,,,,,,,,,,,,,,
爱不离,张志林,,,,,,,,,,,,,,,
致我们终将逝去的青春,徐子崴,,,,,,,,,,,,,,,
等你,A-Lin,,,,,,,,,,,,,,,
火塘旁的摩梭,央金兰泽,,,,,,,,,,,,,,,
独处的时候(live版),苏打绿,,,,,,,,,,,,,,,
爱过、错过(韩剧《钢琴下的秘密》片尾曲、韩剧《就是喜欢你》片头曲、韩剧《女婿们的战争》片尾曲),邓子霆,,,,,,,,,,,,,,,
莲的心事,乌兰托娅,,,,,,,,,,,,,,,
被雨伤透(live版),苏打绿,,,,,,,,,,,,,,,
煽情歌,万江,,,,,,,,,,,,,,,
CASINO,管罄,,,,,,,,,,,,,,,
特别(live版),李泉,,,,,,,,,,,,,,,
抱着你,张震岳,,,,,,,,,,,,,,,
太难(电视剧《宝贝》插曲),金池,,,,,,,,,,,,,,,
爱的印记,方薇,,,,,,,,,,,,,,,
哭了(live版),黄龄,,,,,,,,,,,,,,,
情歌天下唱,凤凰传奇,,,,,,,,,,,,,,,
叫一声二奶奶(feat. 司徒兰芳),赵小兵,,,,,,,,,,,,,,,
幸福就是,刘若英,,,,,,,,,,,,,,,
金箍棒(live版),龚琳娜,,,,,,,,,,,,,,,
囚鸟(live版),温岚,,,,,,,,,,,,,,,
纯属意外,戴佩妮,,,,,,,,,,,,,,,
囚鸟(live版),郁可唯,,,,,,,,,,,,,,,
爱我(live版),李翊君,,,,,,,,,,,,,,,
爱到死心塌地,杜蕾,,,,,,,,,,,,,,,
爱情的歌 (feat. 叶世荣),周启生,,,,,,,,,,,,,,,
背叛情歌(live版),纪敏佳,,,,,,,,,,,,,,,
I Believe I Can,李代沫,,,,,,,,,,,,,,,
回到拉萨+春天里+怒放的生命 (feat. 柯以敏 &amp; 阿杜)(live版),郁可唯,,,,,,,,,,,,,,,
弯弯的月亮(live版),温岚,,,,,,,,,,,,,,,
相濡以沫,陈奂仁,,,,,,,,,,,,,,,
执着(live版),李翊君,,,,,,,,,,,,,,,
稳稳的幸福(电影《越来越好之村晚》主题曲),陈奕迅,,,,,,,,,,,,,,,
亲爱的路人,刘若英,,,,,,,,,,,,,,,
幸福不是情歌(电视剧《两个爸爸》片尾曲),刘若英,,,,,,,,,,,,,,,
画情(电影《画皮2》宣传曲),姚贝娜,,,,,,,,,,,,,,,
哈你歌 (feat. 小S徐熙娣),庾澄庆,,,,,,,,,,,,,,,
爱情的味道(电影《柠檬》主题曲),多亮,,,,,,,,,,,,,,,
Come back to me,毕书尽,,,,,,,,,,,,,,,
爱对了的人,泷泽,,,,,,,,,,,,,,,
爱爱爱爱(电影《厨子戏子痞子》插曲),吴莫愁,,,,,,,,,,,,,,,
眼泪教我的事,何韵诗,,,,,,,,,,,,,,,
我们不是说好了吗 (feat. 白百合)(电影《分手合约》主题曲),彭于晏,,,,,,,,,,,,,,,
小时候(live版),苏打绿,,,,,,,,,,,,,,,
燕儿飞 (feat. 王一璠)(电视剧《樱桃红》主题曲),宋小宝,,,,,,,,,,,,,,,
风吹麦浪 (feat. 孙俪),李健,,,,,,,,,,,,,,,
修炼爱情,林俊杰,,,,,,,,,,,,,,,
春暖花开,那英,,,,,,,,,,,,,,,
我是不是你最疼爱的人(live版),李代沫,,,,,,,,,,,,,,,
白狐(TV Verison),龚玥菲,,,,,,,,,,,,,,,
法海你不懂爱(TV Verison),龚玥菲,,,,,,,,,,,,,,,
爱的神话,谭晶,,,,,,,,,,,,,,,
傻笑 (feat. 袁咏琳),周杰伦,,,,,,,,,,,,,,,
火焰情歌,红月,,,,,,,,,,,,,,,
流星雨(电视剧《流星花园》插曲live版),F4,,,,,,,,,,,,,,,
即刻出发,吉克隽逸,,,,,,,,,,,,,,,
羞答答的玫瑰唱情歌,格格,,,,,,,,,,,,,,,
一个人想着一个人(电视剧《终极一班2》片尾曲),曾沛慈,,,,,,,,,,,,,,,
为了遇见你(电视剧《爱情自有天意》主题曲),戚薇,,,,,,,,,,,,,,,
七秒钟的记忆 (feat. 孙羽幽),徐良,,,,,,,,,,,,,,,
青城山下白素贞,好妹妹乐队,,,,,,,,,,,,,,,
第一时间(live版),F4,,,,,,,,,,,,,,,
因你而在,林俊杰,,,,,,,,,,,,,,,
十二生肖,王力宏,,,,,,,,,,,,,,,
暗涌,杨丞琳,,,,,,,,,,,,,,,
爱你没差,周杰伦,,,,,,,,,,,,,,,
痴心不改,金池,,,,,,,,,,,,,,,
乌克丽丽,周杰伦,,,,,,,,,,,,,,,
后来(Live),张敬轩,,,,,,,,,,,,,,,
爱得好寂寞,安心亚,,,,,,,,,,,,,,,
T1 21 31 21,五月天,,,,,,,,,,,,,,,
爱太深 (DJ版),子恒,,,,,,,,,,,,,,,
十二生肖(电影《十二生肖》主题曲),王力宏,,,,,,,,,,,,,,,
Break Down,Super Junior-M,,,,,,,,,,,,,,,
我就要和你在一起(电影《人再囧途之泰囧》插曲),夏筠妍,,,,,,,,,,,,,,,
爱情麻辣烫,纳兰珠儿,,,,,,,,,,,,,,,
承诺(电视剧《山河恋.美人无泪》片尾曲),袁姗姗,,,,,,,,,,,,,,,
201314(电影《201314》主题曲),何洁,,,,,,,,,,,,,,,
谁来陪我唱完这首歌,曹格,,,,,,,,,,,,,,,
101,东南,,,,,,,,,,,,,,,
法海你不懂爱(live版),龚琳娜,,,,,,,,,,,,,,,
爱上你不是我的错(电视剧《恋爱相对论》插曲),多亮,,,,,,,,,,,,,,,
为爱启程,杨丞琳,,,,,,,,,,,,,,,
江南style满身囔囔踹东北版,姜鹏,,,,,,,,,,,,,,,
其实我还好,俞灏明,,,,,,,,,,,,,,,
至少还有你,洪卓立,,,,,,,,,,,,,,,
真英雄(电视剧《隋唐英雄》主题曲),张卫健,,,,,,,,,,,,,,,
爱我还是他,洪卓立,,,,,,,,,,,,,,,
我要给你 (feat. 吴莫愁),庾澄庆,,,,,,,,,,,,,,,
在雨中,谭咏麟,,,,,,,,,,,,,,,
Say Yes(电影《101次求婚》主题曲),李代沫,,,,,,,,,,,,,,,
愤怒的老鸟,多亮,,,,,,,,,,,,,,,
爱之初体验,张震岳,,,,,,,,,,,,,,,
花心(live版),周华健,,,,,,,,,,,,,,,
分手快乐,梁静茹,,,,,,,,,,,,,,,
勇敢的心(电视剧《北京青年》插曲),汪峰,,,,,,,,,,,,,,,
彩色的黑,吉克隽逸,,,,,,,,,,,,,,,
东方之珠三部曲,罗大佑,,,,,,,,,,,,,,,
SUPER GIRL 爱无畏,萧亚轩,,,,,,,,,,,,,,,
我很丑，可是我很温柔（温柔版）,赵传,,,,,,,,,,,,,,,
阴天(live版),莫文蔚,,,,,,,,,,,,,,,
分手快乐(live版),梁静茹,,,,,,,,,,,,,,,
江南style(?????，Gangnam Style),Psy,,,,,,,,,,,,,,,
明明就,周杰伦,,,,,,,,,,,,,,,
公公偏头痛,周杰伦,,,,,,,,,,,,,,,
大笨钟,周杰伦,,,,,,,,,,,,,,,
我只在乎你,刘惜君,,,,,,,,,,,,,,,
匿名的安慰,王心凌,,,,,,,,,,,,,,,
草原之上,易灵汐,,,,,,,,,,,,,,,
红尘客栈,周杰伦,,,,,,,,,,,,,,,
荷塘夜色,王强,,,,,,,,,,,,,,,
我的心里只有你没有他(live版),邹宏宇,,,,,,,,,,,,,,,
走四方,金志文,,,,,,,,,,,,,,,
千纸鹤,方大同,,,,,,,,,,,,,,,
因为爱情,容祖儿,,,,,,,,,,,,,,,
你是我的眼(live版),毛宁,,,,,,,,,,,,,,,
在我想起来(《二次曝光》电影主题曲),吉克隽逸,,,,,,,,,,,,,,,
请不要对我说sorry,何洁,,,,,,,,,,,,,,,
泡沫,G.E.M. 邓紫棋,,,,,,,,,,,,,,,
愿得一人心(电视剧《最美的时光》主题曲),李行亮,,,,,,,,,,,,,,,
有形的翅膀,张韶涵,,,,,,,,,,,,,,,
没那么简单,金志文,,,,,,,,,,,,,,,
花又开好了,S.H.E,,,,,,,,,,,,,,,
你懂得(电视剧《后厨》片尾曲),小沈阳,,,,,,,,,,,,,,,
包容,郑源,,,,,,,,,,,,,,,
流恋 (feat. 严艺丹)(电视剧《新白发魔女传》片尾曲),吴奇隆,,,,,,,,,,,,,,,
中国味道,凤凰传奇,,,,,,,,,,,,,,,
洋葱,平安,,,,,,,,,,,,,,,
再不疯狂我们就老了,李宇春,,,,,,,,,,,,,,,
火车开往哪里,宋熙铭,,,,,,,,,,,,,,,
最近好吗,张韶涵,,,,,,,,,,,,,,,
踮起脚尖爱(《我可能不会爱你》主题曲),洪佩瑜,,,,,,,,,,,,,,,
画板上的梦,宋熙铭,,,,,,,,,,,,,,,
火了火了火(为奥运喝彩),王蓉,,,,,,,,,,,,,,,
爱情公寓(电视剧《爱情公寓3》主题曲),华语群星,,,,,,,,,,,,,,,
一个人不可能(偶像剧《真爱找麻烦》插曲),丁当,,,,,,,,,,,,,,,
滴答,侃侃,,,,,,,,,,,,,,,
Better Me,薛凯琪,,,,,,,,,,,,,,,
你并不懂我,BY2,,,,,,,,,,,,,,,
爱我你怕了吗,姜育恒,,,,,,,,,,,,,,,
凤凰于飞(电视剧《甄嬛传》片尾主题曲),刘欢,,,,,,,,,,,,,,,
青藏高原,李娜,,,,,,,,,,,,,,,
有多少爱可以重来,群星,,,,,,,,,,,,,,,
宝贝我们不要哭,范玮琪,,,,,,,,,,,,,,,
等你的季节,刘诗诗,,,,,,,,,,,,,,,
好久不见,蔡依林,,,,,,,,,,,,,,,
爱你的方式,汪峰,,,,,,,,,,,,,,,
艳火,张悬,,,,,,,,,,,,,,,
画心Ⅱ(电影《画皮Ⅱ》主题曲),张靓颖,,,,,,,,,,,,,,,
康定情歌,吴涤清,,,,,,,,,,,,,,,
不再联系,夏天Alex,,,,,,,,,,,,,,,
晚秋,汤唯,,,,,,,,,,,,,,,
爱的路上千万里,吴涤清,,,,,,,,,,,,,,,
我还是一样,丁当,,,,,,,,,,,,,,,
爱情装,刁寒,,,,,,,,,,,,,,,
如果你爱我(电视剧《轩辕剑之天之痕》插曲),曹轩宾,,,,,,,,,,,,,,,
心术(《心术》电视剧主题曲),张宇,,,,,,,,,,,,,,,
2020爱你爱你,BY2,,,,,,,,,,,,,,,
放下(live版),张靓颖,,,,,,,,,,,,,,,
4ever,4ever,,,,,,,,,,,,,,,
草原恋,聂建华,,,,,,,,,,,,,,,
酒干倘卖无,那英,,,,,,,,,,,,,,,
山不转水转,那英,,,,,,,,,,,,,,,
一笑而过,那英,,,,,,,,,,,,,,,
雨天,杨宗纬,,,,,,,,,,,,,,,
他还认不认得我,丁当,,,,,,,,,,,,,,,
爱你百分百,覃飞宇,,,,,,,,,,,,,,,
肿么办,张小薇,,,,,,,,,,,,,,,
途中,黄美珍,,,,,,,,,,,,,,,
映山红,安东,,,,,,,,,,,,,,,
海上的月亮,李宇春,,,,,,,,,,,,,,,
传奇,毛宁,,,,,,,,,,,,,,,
冰雨,刘德华,,,,,,,,,,,,,,,
忘情水,刘德华,,,,,,,,,,,,,,,
雾里看花,那英,,,,,,,,,,,,,,,
今天,刘德华,,,,,,,,,,,,,,,
孤星泪,刘德华,,,,,,,,,,,,,,,
不是你的错,丁当,,,,,,,,,,,,,,,
最亲爱的你,范玮琪,,,,,,,,,,,,,,,
玖月奇迹,玖月奇迹,,,,,,,,,,,,,,,
珍爱舞台,刘德华,,,,,,,,,,,,,,,
相思有毒,阿华,,,,,,,,,,,,,,,
生活就像超级玛丽,辛若天,,,,,,,,,,,,,,,
没有目的地爱了(电影《春娇与志明》中文版插曲),杨千嬅,,,,,,,,,,,,,,,
听妈妈讲那过去的事情,群星,,,,,,,,,,,,,,,
简单爱你,天悦,,,,,,,,,,,,,,,
如果可能,张暄祺,,,,,,,,,,,,,,,
写给方大同,刘心,,,,,,,,,,,,,,,
说句心里话,群星,,,,,,,,,,,,,,,
BaBOO,大嘴巴,,,,,,,,,,,,,,,
野兽(欧朗汽车广告主题曲),丁当,,,,,,,,,,,,,,,
青玉案,仙剑奇侠传,,,,,,,,,,,,,,,
MAYBE的机率,大嘴巴,,,,,,,,,,,,,,,
红叶寄情,阎维文,,,,,,,,,,,,,,,
采莲船调,刘一祯,,,,,,,,,,,,,,,
酒鬼老爸,廖梓含,,,,,,,,,,,,,,,
有点舍不得(《如意》主题曲),杨幂,,,,,,,,,,,,,,,
偿还,王若琳,,,,,,,,,,,,,,,
魅力东方,韩琳,,,,,,,,,,,,,,,
登上舞台( 电影《青春失乐  园》插曲),Smile Queen,,,,,,,,,,,,,,,
仓颉,五月天,,,,,,,,,,,,,,,
火热,j-one,,,,,,,,,,,,,,,
眼睛(大玩家 电影主题曲),霍思燕,,,,,,,,,,,,,,,
2012,五月天,,,,,,,,,,,,,,,
逐梦令,李玉刚,,,,,,,,,,,,,,,
红梅赞,群星,,,,,,,,,,,,,,,
爱你不是为了和你去如家,新街口组合,,,,,,,,,,,,,,,
有点舍不得,杨幂,,,,,,,,,,,,,,,
狼心狗肺,朱娜,,,,,,,,,,,,,,,
红梅赞,金曼,,,,,,,,,,,,,,,
小背篓,龚玥,,,,,,,,,,,,,,,
爱是把枪,孙敬媛,,,,,,,,,,,,,,,
映山红,曹芙嘉,,,,,,,,,,,,,,,
玫瑰恋人,张斯斯,,,,,,,,,,,,,,,
爱的供养(feat. 杜淳)(《宫2》片头曲),何晟铭,,,,,,,,,,,,,,,
我怀念的(live版),萧敬腾,,,,,,,,,,,,,,,
北京爱情故事,大哲,,,,,,,,,,,,,,,
佛说(《宫2》片尾曲),何晟铭,,,,,,,,,,,,,,,
第二人生,五月天,,,,,,,,,,,,,,,
错怪 (feat. 刘恺威)(《如意》主题曲),杨幂,,,,,,,,,,,,,,,
迟来的爱,李茂山,,,,,,,,,,,,,,,
火星,杨丞琳,,,,,,,,,,,,,,,
囚鸟(live版),田馥甄,,,,,,,,,,,,,,,
爱情(live版),田馥甄,,,,,,,,,,,,,,,
在那遥远的地方,莫文蔚,,,,,,,,,,,,,,,
相亲相爱,王力宏,,,,,,,,,,,,,,,
干杯,五月天,,,,,,,,,,,,,,,
爱你一万年,刘德华,,,,,,,,,,,,,,,
诱惑的街,林志炫,,,,,,,,,,,,,,,
爱情骗子,红月,,,,,,,,,,,,,,,
爱的安检,樱子,,,,,,,,,,,,,,,
不是秘密的秘密,杨幂,,,,,,,,,,,,,,,
傻子(《爱（LOVE）》电影主题曲),林宥嘉,,,,,,,,,,,,,,,
Do Re Mi,Twins,,,,,,,,,,,,,,,
80的歌,袁野,,,,,,,,,,,,,,,
外面的世界,齐秦,,,,,,,,,,,,,,,
男人,李欧,,,,,,,,,,,,,,,
走向复兴,群星,,,,,,,,,,,,,,,
愿(live版),王菲,,,,,,,,,,,,,,,
外面的世界,超人特工队,,,,,,,,,,,,,,,
爱不起伤不起,姜青涛,,,,,,,,,,,,,,,
我不愿 让你一个人(偶像剧《真爱找麻烦》片尾曲),五月天,,,,,,,,,,,,,,,
我不会喜欢你(《我可能不会爱你》主题曲),陈柏霖,,,,,,,,,,,,,,,
斗地主,王麟,,,,,,,,,,,,,,,
谁说男人有钱就学坏,常健鸿,,,,,,,,,,,,,,,
不怕,弦子,,,,,,,,,,,,,,,
老情歌,陈升,,,,,,,,,,,,,,,
红尘情歌(feat. 黑鸭子),高安,,,,,,,,,,,,,,,
老婆最大,崔子格,,,,,,,,,,,,,,,
熊猫先生,冀涛,,,,,,,,,,,,,,,
天后,刘力扬,,,,,,,,,,,,,,,
花花世界(live版),田馥甄,,,,,,,,,,,,,,,
